,name,year,TDP,price,G3DMark,G2DMark
1009,Radeon HD 7660G + 8670M Dual,2014,-1,0,588,333
1010,Radeon HD 3870,2012,106,279.9,587,227
1011,Radeon HD 7640G + HD 8600/8700M Dual,2015,-1,0,587,298
1012,Radeon HD 8650G,2013,-1,0,587,174
1013,Radeon HD 7640G + 8500M Dual,2014,-1,0,586,308
1014,GeForce GT 635M,2012,35,0,585,208
1015,Radeon HD 8650G + HD 8670M Dual,2015,-1,0,585,320
1016,Radeon HD 7520G + 7500/7600 Dual,2013,-1,0,582,379
1017,Radeon HD 8550G + 8670M Dual,2013,-1,0,579,334
1018,Radeon HD 8450G + R5 M230 Dual,2017,-1,0,578,298
1019,Radeon HD 8610G + HD 8670M Dual,2013,-1,0,578,282
1020,Intel Skylake HD DT GT2,2015,-1,0,577,402
1021,Radeon HD 7620G + 8670M Dual,2013,-1,0,577,322
1022,Radeon R5 A240,2016,-1,0,576,802
1023,Radeon HD 7520G + HD 7700M Dual,2016,-1,0,575,389
1024,Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,2013,-1,0,575,386
1025,Radeon HD 8450G + HD 8670M Dual,2017,-1,0,575,377
1026,Radeon R5 M255,2014,-1,0,575,201
1027,Intel HD 5500,2014,-1,0,574,235
1028,Radeon R6 + R7 M265DX Dual,2015,-1,0,571,328
1029,GeForce GT 240,2012,69,57.9,569,227
1030,Radeon HD 7560D + 6450 Dual,2013,-1,0,569,490
1031,NVS 5200M,2012,35,0,568,202
1032,Quadro FX 3700M,2009,75,925,567,312
1033,Radeon HD 6610M,2012,-1,0,565,527
1034,Mobility Radeon HD 3870 X2,2009,-1,0,564,367
1035,Radeon HD 7560D + R5 235 Dual,2015,-1,0,563,397
1036,Intel HD 5000,2013,-1,625,561,246
1037,Radeon R6 A8-8600P,2017,-1,0,560,294
1038,Radeon HD 7640G + R5 M200 Dual,2015,-1,0,559,249
1039,Radeon HD 8550G + HD 8500M Dual,2014,-1,0,559,301
1040,Radeon HD 7640G + 8570M Dual,2013,-1,0,558,274
1041,Radeon HD 7640G + 8670M Dual,2014,-1,0,558,316
1042,Quadro 600,2012,40,59.9,557,222
1043,Radeon R5 M240,2015,-1,0,557,500
1044,GeForce 800M,2014,-1,0,556,601
1045,GeForce GT 330,2010,-1,39.9,555,467
1046,Radeon HD 7600G + HD 7500M/7600M Dual,2015,-1,0,555,244
1047,GF117,2015,-1,0,554,446
1048,Radeon R6,2014,15,0,552,148
1049,Radeon R7 7850A10-7850K,2019,-1,0,551,506
1050,FireGL V8650,2010,-1,329.9,550,637
1051,GeForce GT 430,2012,49,159.9,550,166
1052,GeForce 615,2013,-1,0,549,583
1053,Radeon HD 7660G,2012,-1,0,549,153
1054,Radeon R5 M335,2015,-1,0,549,577
1055,Mobility Radeon HD 3870,2009,-1,0,548,288
1056,FirePro 3D V5700,2009,58,319.9,547,517
1057,GeForce 9800M GS,2012,60,0,547,311
1058,Radeon HD 8550G + HD 8670M Dual,2016,-1,0,546,315
1059,FirePro 3D V7750,2009,76,350,545,468
1060,Radeon HD 7520G + HD 7400M Dual,2015,-1,0,545,315
1061,Radeon HD 8450G + 8600M Dual,2013,-1,0,545,356
1062,Radeon HD 7600G + HD 8670M Dual,2015,-1,0,544,241
1063,Quadro FX 2700,2014,-1,0,543,465
1064,Radeon HD 7520G + 7470M Dual,2013,-1,0,543,345
1065,GeForce GTS 250M,2009,28,0,542,127
1066,GeForce 8800M GTX,2009,65,0,540,343
1067,GeForce 710A,2014,33,0,538,574
1068,KV SPECTRE LITE MOBILE 25W,2015,-1,0,538,291
1069,Radeon R6 A10-8700P,2016,-1,0,537,140
1070,GeForce 8800 GT,2009,125,269.9,536,253
1071,Intel HD 4400,2013,-1,0,535,260
1072,Radeon HD 7560D + HD 7000 Dual,2014,-1,0,534,423
1073,GeForce GT 425M,2010,23,0,533,218
1074,Radeon HD 8550G + 8570M Dual,2013,-1,0,533,307
1075,RADEON HD6530D,2012,-1,0,532,327
1076,Radeon HD 8550G + HD 8570M Dual,2016,-1,0,529,260
1077,Radeon R7 M360,2015,-1,0,528,165
1078,Radeon HD 7640G + 6400M Dual,2012,-1,0,527,279
1079,Radeon HD 7600G N HD 7600G + HD ON HD Dual,2016,-1,0,526,244
1080,Radeon HD 8650D,2014,-1,0,526,398
1081,Radeon HD 7660D + R5 235 Dual,2017,-1,0,524,386
1082,Radeon HD 7520G + 7670M Dual,2012,-1,0,523,323
1083,GeForce GT 630M,2012,33,0,520,146
1084,MCT USB3.0 External Device,2020,-1,0,520,129
1085,Radeon HD 8670M,2014,-1,0,520,488
1086,Radeon HD 7640G + HD 7670M Dual,2014,-1,0,519,97
1087,Radeon HD 7660D,2012,100,0,518,193
1088,GeForce 9800M GTX,2009,75,328.5,517,333
1089,IncrediblE HD 4000,2017,-1,0,517,520
1090,Intel HD P4000,2012,-1,0,516,636
1091,A10-8700P,2019,-1,0,514,302
1092,Radeon R5 240,2014,50,61,514,226
1093,GeForce GT625M,2014,-1,0,513,263
1094,Mobility Radeon HD 4830,2012,-1,0,512,285
1095,Quadro FX 1800M,2010,45,0,512,176
1096,Radeon HD 7640G + 7610M Dual,2013,-1,0,510,309
1097,Radeon HD 7600G + HD 7550M Dual,2014,-1,0,509,202
1098,Radeon HD 7620G + 8600M Dual,2013,-1,0,509,294
1099,Radeon HD 7650M,2012,20,0,508,192
1100,Radeon R5 PRO A6-8500B 2C+4G,2017,-1,0,508,416
1101,Radeon HD 7620G + HD 8670M Dual,2014,-1,0,507,267
1102,GeForce GTS 150M,2014,-1,0,504,407
1103,Radeon HD 8450G + HD 8750M Dual,2016,-1,0,504,323
1104,Radeon HD 8570M,2015,-1,0,502,261
1105,GeForce 910M,2015,-1,0,501,208
1106,Radeon HD 7560D,2012,100,0,499,209
1107,SUMO 964A,2011,-1,0,498,403
1108,TRINITY SCRAPPER MOBILE,2016,-1,0,498,280
1109,GeForce GT 540M,2012,32,87.9,497,92
1110,GeForce GTX 260M,2012,65,0,497,189
1111,Radeon HD 7500G + 7550M Dual,2013,-1,0,497,263
1112,ASUS EAH4870x2,2009,-1,0,496,539
1113,Radeon HD 6570,2012,44,49.9,496,199
1114,Radeon HD 7520G + HD 7670M Dual,2016,-1,0,495,295
1115,Radeon HD8530M,2016,-1,0,490,438
1116,Radeon HD 8670D N HD 8670D + HD 8670D Dual,2013,-1,0,489,526
1117,Radeon HD 7520G + 7400M Dual,2015,-1,0,487,280
1118,Radeon HD 7570M,2012,13,0,487,266
1119,Radeon R4E,2017,-1,0,487,366
1120,Radeon R5 M315,2016,-1,0,487,277
1121,GeForce 9600 GSO 512,2009,90,0,486,312
1122,Radeon HD 7470,2012,27,18.7,486,343
1123,GeForce 820M,2014,15,0,485,112
1124,Radeon HD 8610G + HD 8600M Dual,2014,-1,0,481,156
1125,Mobility Radeon HD 5000 Serisi,2013,-1,0,479,305
1126,GeForce 9700M GTS,2010,60,0,478,299
1127,Radeon HD 7670M,2012,20,629.9,476,149
1128,GeForce 9800M GT,2009,65,0,475,374
1129,Radeon HD 8450G + 8670M Dual,2013,-1,0,475,414
1130,GeForce 8800M GTS,2012,50,0,474,311
1131,Radeon R7 M260,2014,-1,799,474,143
1132,Radeon HD 8690A,2015,-1,0,473,134
1133,FirePro 3D V3800,2010,43,149.9,472,507
1134,GeForce 9600 GT,2011,95,70,472,180
1135,Radeon HD 8550G,2013,-1,0,472,175
1136,GeForce 9800M GTS,2009,75,0,471,262
1137,Radeon HD 8570D + R5 235 Dual,2015,-1,0,471,470
1138,Radeon HD 7600G + 8500M/8700M Dual,2013,-1,0,470,257
1139,Radeon R5 M420,2017,-1,0,470,241
1140,Quadro FX 3600M,2009,70,0,467,365
1141,Radeon HD 7660D + 7470 Dual,2012,-1,0,466,491
1142,SUMO 9644,2011,-1,0,466,386
1143,FirePro V5700,2015,-1,0,465,469
1144,Radeon HD 3850,2011,75,0,465,177
1145,Radeon HD 7550M,2012,13,0,465,403
1146,GeForce 9800 GT,2012,125,149.9,464,268
1147,Mobility Radeon HD 4670,2009,-1,0,463,375
1148,GeForce GT 320,2010,43,32.6,462,225
1149,Radeon HD 7640G,2012,-1,0,461,147
1150,Radeon HD 7660G + HD 7600M N HD 7600M Dual,2014,-1,0,460,297
1151,Radeon R5 M320,2015,-1,0,459,199
1152,Radeon R6 PRO A8-8600B 4C+6G,2016,-1,0,459,152
1153,GeForce 705M,2014,-1,0,456,455
1154,GeForce GT 130,2009,75,27.9,456,386
1155,Mobility Radeon HD 5650,2012,15,0,455,153
1156,Radeon HD 7520G + 7650M Dual,2013,-1,0,453,345
1157,HIS DIGITAL HD 4650 AGP,2014,-1,0,452,190
1158,Intel HD Family,2012,-1,0,452,186
1159,Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,2013,-1,0,452,238
1160,Radeon HD 8450G + HD 8600M Dual,2015,-1,0,452,326
1161,Radeon HD 5570,2012,39,179.42,451,186
1162,Radeon HD 8570D,2013,-1,0,451,158
1163,Quadro FX 4600,2009,134,124.9,448,390
1164,Radeon HD 7520G + HD 7600M Dual,2014,-1,0,447,150
1165,GeForce 8800 GTS,2012,146,0,446,165
1166,Radeon HD 7660G + 8600M Dual,2014,-1,0,446,360
1167,GeForce 9600 GS,2010,-1,0,445,401
1168,PHDGD Ivy 5,2020,-1,0,445,497
1169,Radeon HD 3850 AGP,2012,75,0,444,178
1170,GeForce GT 525M,2012,20,0,443,92
1171,Radeon HD 7620G + HD 8600M Dual,2014,-1,0,443,267
1172,Radeon HD 8350G,2013,35,0,443,332
1173,Radeon R5 M230,2014,-1,0,443,199
1174,GeForce GT 720M,2013,-1,0,442,126
1175,GeForce GTS 350M,2010,28,0,442,269
1176,Radeon HD 7600G + HD Dual,2014,-1,0,442,219
1177,Quadro 410,2012,38,129,438,322
1178,Radeon R5 Opteron X3216,2017,-1,0,436,342
1179,GeForce GT 625M,2013,15,0,435,210
1180,Radeon HD 8410G,2014,-1,0,435,263
1181,GeForce GT 620M,2012,15,0,433,167
1182,Radeon HD 6550D,2011,100,0,432,171
1183,Radeon HD 6620G,2012,45,0,431,135
1184,GeForce 800A,2015,-1,0,428,224
1185,Radeon HD 8610G,2013,-1,0,428,141
1186,GeForce GT 420M,2010,23,0,427,95
1187,Radeon HD 8510G,2013,-1,0,427,138
1188,Radeon HD 8500M,2015,-1,0,426,159
1189,Intel HD 5300,2014,-1,0,424,189
1190,Radeon HD 7640G + HD 7500/7600 Dual,2015,-1,0,424,301
1191,Radeon HD 7600G + 7550M Dual,2014,-1,0,423,247
1192,Radeon HD 7640G N HD 7640G + HD 8570M Dual,2013,-1,0,423,287
1193,RADEON HD6410D,2012,-1,0,423,296
1194,GeForce GT 710M,2014,-1,0,420,140
1195,Intel 4th Generation Haswell HD,2017,-1,0,420,734
1196,GeForce 710M,2013,12,0,419,98
1197,Radeon R6 M255DX,2019,-1,0,418,161
1198,Quadro FX 2800M,2010,75,49.9,415,187
1199,FirePro M2000,2012,-1,0,410,347
1200,GeForce GT 335M,2010,28,0,410,124
1201,Mobile Intel HD,2011,-1,0,409,470
1202,Radeon HD 4670,2012,59,109.9,409,173
1203,Radeon HD 7470M,2012,7,0,408,393
1204,Radeon HD 7640G + HD 7600M N HD 7600M Dual,2013,-1,0,407,198
1205,Radeon HD 7600G + 7500M/7600M Dual,2013,-1,0,406,210
1206,Radeon HD 8450G,2013,-1,0,406,232
1207,RADEON E4690,2011,-1,0,405,347
1208,Quadro FX 2700M,2009,65,99.9,404,205
1209,Quadro FX 1800,2009,59,99.9,402,264
1210,Mobility Radeon HD 4650,2009,-1,0,401,320
1211,GeForce GT 420,2010,50,155,399,218
1212,GeForce 8800 GS,2009,105,0,394,324
1213,Radeon HD 7420G,2012,-1,0,390,159
1214,Radeon HD 7600G + 7450M Dual,2013,-1,0,390,221
1215,IncrediblE HD,2016,-1,0,389,427
1216,Radeon HD 8470D,2013,-1,0,387,148
1217,GeForce 7900 GTX,2009,-1,0,384,218
1218,Quadro FX 3700,2010,78,89.9,384,304
1219,Intel UHD 605,2018,-1,0,382,120
1220,GeForce 810M,2014,-1,0,380,107
1221,Radeon HD 6490M,2011,-1,1193,378,514
1222,Radeon HD 7520G + 8750M Dual,2014,-1,0,377,388
1223,Radeon HD 7600G + 6400M Dual,2013,-1,0,377,257
1224,PHDGD Ivy 4,2016,-1,0,374,434
1225,Radeon HD 8570D + HD8490 Dual,2016,-1,0,374,380
1226,GeForce GT 620,2012,30,39.9,373,175
1227,GeForce 9600 GSO,2009,84,49.9,370,303
1228,GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,2014,-1,0,369,824
1229,Radeon R5 235X,2014,18,0,368,421
1230,Mobility Radeon HD 3850,2009,-1,0,366,248
1231,Radeon HD4670,2012,-1,0,366,585
1232,Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,2013,-1,0,365,263
1233,Radeon HD 7660G + HD 8600M Dual,2016,-1,0,364,337
1234,Radeon HD 5550,2010,39,54.9,363,191
1235,Radeon HD 7540D,2012,65,0,361,191
1236,Radeon HD 7480D,2012,65,0,357,190
1237,Radeon HD 7500G + HD 7500M/7600M Dual,2015,-1,0,356,265
1238,Mobility Radeon HD 565v,2011,-1,0,353,318
1239,Radeon HD 6480M,2015,-1,0,353,282
1240,Radeon HD 7580D,2013,-1,0,351,430
1241,Radeon R4,2014,-1,0,347,104
1242,GeForce GT 705,2014,29,0,343,293
1243,Radeon HD 6530D,2012,100,0,343,171
1244,Radeon HD 7620G,2012,-1,0,342,128
1245,FireGL V5600,2009,-1,0,341,445
1246,FirePro 3D V3750,2009,48,50.8,341,467
1247,Radeon HD 7600G,2012,-1,0,341,110
1248,Radeon HD 8310E,2015,-1,0,341,187
1249,Radeon HD 8470,2013,35,0,341,594
1250,Radeon HD 7660D + HD 7400 Dual,2015,-1,0,340,448
1251,Radeon HD 8400E,2013,-1,0,339,204
1252,Intel HD 505,2019,-1,0,338,104
1253,Radeon HD 7520G,2012,-1,0,338,159
1254,Radeon HD 8570D + HD 8470 Dual,2016,-1,0,338,416
1255,Radeon R5E,2014,-1,0,338,217
1256,FirePro RG220,2011,35,650.1,335,552
1257,FirePro V3800,2016,-1,0,334,240
1258,Radeon R5 310,2015,-1,499,332,545
1259,Radeon HD 7450M,2015,7,0,330,441
1260,Intel HD P3000,2012,-1,0,329,414
1261,Radeon HD 7600G + HD 7400M Dual,2015,-1,0,329,147
1262,GeForce GT 230,2009,-1,43.9,327,270
1263,GeForce GT 120 / 9500 GT,2011,-1,0,325,327
1264,Intel HD 4000,2012,-1,1592.9,325,175
1265,GeForce 605,2012,-1,109.9,324,529
1266,Radeon E6460,2015,-1,0,324,225
1267,Intel UHD 600,2018,-1,0,323,97
1268,GeForce 240M GT,2019,-1,0,320,434
1269,RADEON HD6370D,2011,-1,0,320,312
1270,NVS 315,2014,19.5,59.9,319,309
1271,Quadro FX 3500,2009,80,68.9,319,204
1272,Radeon HD 8280,2014,-1,0,319,141
1273,GeForce GT 415M,2011,12,0,318,431
1274,Mobility Radeon HD 560v,2010,-1,0,318,366
1275,GeForce GT 520MX,2012,20,0,316,93
1276,Radeon HD 7500G,2012,-1,0,316,168
1277,Radeon HD 8280E,2014,-1,0,315,168
1278,Radeon R5 235,2014,35,60.1,313,346
1279,Radeon R3,2014,-1,0,312,101
1280,Radeon HD 6370D,2011,65,0,311,283
1281,Radeon HD 7520G + 8600/8700M Dual,2014,-1,0,311,329
1282,Quadro FX 3500M,2009,45,99.9,306,309
1283,GeForce GT 625,2013,30,0,304,305
1284,Intel HD 500,2019,-1,0,304,82
1285,Radeon R1E,2017,-1,0,301,179
1286,Radeon HD 6380G,2012,35,399.9,300,234
1287,Radeon HD 7400G,2012,-1,0,300,160
1288,Radeon HD 8370D,2013,-1,0,299,171
1289,Quadro FX 770M,2009,35,527,297,339
1290,GeForce GT 610,2012,29,74.9,294,129
1291,Radeon HD 6520G,2012,45,0,294,91
1292,GeForce 9600M GT / GeForce GT 220M,2010,-1,0,293,291
1293,GRID K120Q,2015,-1,0,293,278
1294,Radeon HD 8490,2014,35,59.6,293,320
1295,Radeon HD 2900 GT,2012,150,0,292,344
1296,GeForce 7950 Xtreme,2015,-1,0,288,288
1297,GeForce GT 520M,2012,12,29.9,288,91
1298,Radeon HD 7450A,2012,-1,0,288,385
1299,GeForce GT 520,2011,29,74.9,286,128
1300,GeForce 8600 GTS,2012,75,70,284,410
1301,Mobility Radeon HD 5165,2010,35,0,284,362
1302,Radeon HD 2600 XT,2011,45,0,283,371
1303,Radeon HD8490,2013,-1,0,280,212
1304,VisionTek Radeon 4550,2015,-1,0,280,480
1305,GeForce 9500 GS,2012,-1,0,277,374
1306,Radeon HD 6370M,2010,11,0,276,401
1307,GeForce 610M,2012,-1,0,274,127
1308,Radeon HD 6480G,2012,45,0,273,123
1309,GeForce 320M,2011,20,0,272,321
1310,GeForce GT 415,2013,-1,0,272,704
1311,GeForce 9650M GS,2009,29,0,270,328
1312,GeForce Go 7900 GTX,2009,45,0,270,264
1313,Radeon HD 8280G,2013,-1,0,270,130
1314,Radeon HD 5470,2014,-1,0,268,298
1315,GeForce GT 120M,2009,23,0,266,272
1316,Mobility Radeon HD 550v,2010,-1,0,266,398
1317,Radeon HD 8350,2013,4.4,23.1,266,714
1318,GeForce 7950 GT,2011,-1,299.9,265,382
1319,GeForce Go 7950 GTX,2009,45,0,264,283
1320,NVS 4200M,2012,-1,399,264,104
1321,Wine Display Adapter,2015,-1,0,262,201
1322,Radeon HD 6450A,2012,-1,0,260,208
1323,GeForce 7900 GT,2009,-1,0,258,160
1324,Radeon HD 8240,2013,-1,0,258,102
1325,Radeon HD 4650,2011,48,124.9,257,189
1326,Intel HD 3000,2012,-1,945,255,133
1327,Radeon HD 8330E,2013,-1,0,255,111
1328,Quadro NVS 510M,2010,45,0,254,317
1329,Radeon HD 8400,2013,-1,0,253,88
1330,Radeon HD 7640G + 8600M Dual,2017,-1,0,250,217
1331,Qualcomm Adreno 630 GPU,2019,-1,0,249,208
1332,Radeon R3E,2015,-1,0,248,141
1333,GeForce 7900 GT/GTO,2009,-1,0,247,469
1334,GeForce GT 230M,2009,23,0,246,180
1335,Radeon HD 6410D,2011,65,0,246,159
1336,Radeon R2,2014,-1,0,246,70
1337,Radeon HD 6470M,2012,-1,569.9,245,100
1338,GeForce 7800 GT,2009,-1,80,244,273
1339,NVS 310,2012,19.5,59.9,244,337
1340,Quadro FX 5500,2009,96,315.9,242,394
1341,Radeon R5 230,2018,-1,59.9,242,503
1342,Radeon HD4650,2012,-1,0,240,99
1343,GeForce 510,2011,25,69.9,238,281
1344,Radeon HD 7450,2012,18,49.9,238,232
1345,GeForce 410M,2011,12,0,237,139
1346,GeForce 9700M GT,2009,45,0,237,231
1347,Mobility Radeon HD 5470,2012,13,0,236,362
1348,Quadro FX 4500 X2,2010,-1,0,236,653
1349,Radeon HD 4550,2012,20,126.9,236,429
1350,Mobility Radeon HD 3670,2009,-1,0,232,331
1351,Radeon HD 5450,2012,19.1,98.6,231,433
1352,FirePro 2270,2012,17,144.9,227,553
1353,Quadro FX 880M,2010,35,0,227,216
1354,Radeon HD 8330,2013,-1,0,224,62
1355,GT 430,2013,-1,142.8,223,325
1356,GeForce 7800 GTX,2009,86,0,222,354
1357,HD6450,2016,-1,39.9,221,417
1358,Radeon HD 6230,2013,-1,0,221,383
1359,Radeon HD 7340M,2012,-1,0,221,160
1360,A6 Micro-6500T Quad-Core APU with RadeonR4,2016,-1,0,220,127
1361,NVS 5100M,2010,35,0,220,211
1362,GeForce 7900 GS,2009,-1,0,219,351
1363,Mobility FireGL V5725,2009,-1,0,219,405
1364,Quadro FX 2500M,2009,45,17.5,218,272
1365,FirePro 2460,2012,17,83.9,216,573
1366,GeForce GT 220,2012,58,39.9,216,169
1367,Radeon HD 6320 Graphic,2011,-1,0,216,159
1368,Radeon HD 7350,2012,19.1,0,216,369
1369,GeForce GT 130M,2009,23,0,215,204
1370,Mobility Radeon. HD 5470,2013,13,0,215,398
1371,Mobility Radeon HD 5450,2010,11,0,214,320
1372,Quadro FX 1600M,2009,50,149.9,214,316
1373,GeForce GT 240M,2009,23,0,213,160
1374,Intel HD 2000,2015,-1,0,213,456
1375,Radeon R2E,2014,-1,0,213,113
1376,Intel 2nd Generation SandyBridge HD,2017,-1,0,212,342
1377,WinFast GT 610,2014,-1,0,212,558
1378,Radeon HD 2600 PRO,2011,35,0,211,337
1379,GeForce Go 7800 GTX,2009,65,0,210,239
1380,Radeon HD 4650 AGP,2011,-1,0,208,156
1381,Barco MXRT 1450,2013,-1,0,206,520
1382,GeForce GT 120,2009,50,29.9,206,289
1383,Intel 2nd Generation SandyBridge HD 3000,2016,-1,0,205,555
1384,Quadro FX 4500,2009,109,230.3,205,265
1385,GeForce GT 330M,2012,23,0,204,141
1386,Quadro NVS 320M,2009,20,0,204,312
1387,Radeon HD 8210,2013,-1,0,204,69
1388,GeForce 7950 GX2,2009,-1,54.9,202,413
1389,GeForce 7600 GS,2012,-1,175,201,94
1390,Mobility Radeon HD 545v,2010,-1,0,200,270
1391,RADEON HD7450,2014,-1,22.2,199,215
1392,GeForce G210M,2009,14,0,198,288
1393,Radeon HD 6320M,2011,-1,0,198,151
1394,Radeon HD 8250,2013,-1,0,198,62
1395,Radeon HD 7340G,2012,-1,0,196,146
1396,Radeon HD 6450,2011,18,52.99,195,113
1397,Intel Infoshock HD,2017,-1,0,194,393
1398,Radeon HD 8210E,2017,-1,0,194,202
1399,Radeon HD 6430M,2013,-1,0,193,106
1400,Mobility Radeon HD 2600 XT,2009,-1,0,192,329
1401,GeForce 305M,2012,14,0,191,288
1402,Mobility Radeon HD 4550,2010,-1,0,191,290
1403,Mobility Radeon HD 540v,2010,-1,0,188,382
1404,GeForce 505,2013,-1,0,187,587
1405,NVS 2100M,2010,14,0,185,432
1406,Quadro FX 1500,2009,65,115,183,196
1407,Mobility Radeon HD 5430,2010,7,0,181,330
1408,Quadro FX 1700M,2009,50,0,181,211
1409,Radeon HD 7310G,2014,-1,0,181,119
1410,Barco MXRT 7100,2013,-1,0,180,659
1411,FireGL V3600,2009,-1,160.9,180,399
1412,GeForce GT 325M,2011,23,0,180,76
1413,FirePro 3D V3700,2011,32,84.9,179,466
1414,GeForce 7800 GS,2009,-1,0,177,199
1415,GeForce Go 7900 GS,2009,20,0,176,254
1416,Mobility Radeon HD 530v,2010,-1,0,175,353
1417,Radeon HD 7310 - Carte graphique,2014,-1,0,174,120
1418,Intel G33/G31 Express,2010,-1,0,173,45
1419,Quadro 400,2011,32,39.9,173,276
1420,Radeon HD 7340,2012,-1,552.6,172,79
1421,Quadro FX 1500M,2009,45,0,171,275
1422,Quadro FX 580,2009,40,68.8,170,262
1423,Radeon HDG 4670,2015,-1,0,170,197
1424,GeForce 9650M GT,2009,23,0,169,186
1425,Mobility Radeon HD 2600,2012,-1,0,168,267
1426,GeForce 9500M G,2009,20,0,167,337
1427,Radeon HD 7310M,2012,-1,0,166,127
1428,GeForce Go 7600 GT,2009,-1,0,165,246
1429,Intel HD manual-gen9_2015-133271,2017,-1,0,165,119
1430,Quadro FX 380M,2010,25,0,165,288
1431,GeForce 315,2010,33,32.9,164,214
1432,GeForce 7600 GT,2009,-1,84.9,164,159
1433,Radeon E6465,2018,-1,0,164,445
1434,VIA/S3G C-645/640 GPU,2019,-1,0,163,122
1435,GeForce 8700M GT,2009,29,0,162,149
1436,Radeon HD 6300M,2012,-1,0,160,190
1437,Radeon HD 3670,2011,-1,0,159,124
1438,RADEON HD 6350,2011,19.1,35.9,158,257
1439,Radeon HD 4300/4500 Serisi,2014,-1,0,156,347
1440,GeForce GT 220M,2009,14,0,151,157
1441,Radeon HD 6320,2011,45,554.9,151,36
1442,Radeon X1950 CrossFire Edition,2009,-1,0,151,466
1443,Radeon HD 3650 AGP,2011,-1,0,150,155
1444,Quadro FX 3450,2009,83,119.9,149,235
1445,GeForce Go 7700,2009,-1,0,148,232
1446,Mobility Radeon HD 4350,2011,-1,0,148,369
1447,Radeon HD 8180,2013,-1,0,147,55
1448,ZX Chrome 645/640 GPU,2017,-1,0,147,220
1449,GeForce 9500 GT,2009,50,85.9,146,123
1450,Radeon X1900 GT,2009,75,0,146,409
1451,Quadro FX 380 LP,2010,28,0,143,268
1452,GeForce 6800 GT,2009,-1,0,142,212
1453,NVS 300,2011,17.5,14,142,352
1454,Radeon R5 220,2015,19,85.2,142,102
1455,Radeon HD 4290,2010,-1,0,141,442
1456,Radeon X1800 GTO,2009,48,0,141,415
1457,nForce 760i SLI,2009,-1,0,140,379
1458,Radeon HD 6290M,2012,-1,0,140,92
1459,GeForce 6800 Ultra,2009,-1,0,139,153
1460,Intel Haswell HD - GT2,2014,-1,0,139,630
1461,GeForce 405,2011,-1,24.6,138,240
1462,GeForce 6800 GS,2009,-1,0,138,350
1463,GeForce 8500 GT,2009,45,0,138,114
1464,GeForce Go 6800 Ultra,2009,-1,0,138,198
1465,Radeon X1900 CrossFire Edition,2011,100,0,137,507
1466,GeForce 310,2010,30.5,108.3,136,207
1467,Mobility Radeon HD 4330,2009,-1,0,135,377
1468,Mobility Radeon X1900,2010,-1,0,135,287
1469,Quadro FX 3450/4000 SDI,2009,-1,0,135,369
1470,EAH5450,2017,-1,109.9,134,216
1471,GeForce 7650 GS,2009,-1,0,134,335
1472,GeForce 9800 GT 1024MB,2015,-1,0,134,315
1473,GeForce 315M,2011,14,0,133,155
1474,GeForce G200,2010,-1,0,132,306
1475,GeForce 9600M GS,2009,20,0,131,135
1476,Mobility Radeon HD 3650,2009,-1,0,131,121
1477,Radeon HD 7310,2012,-1,0,131,46
1478,GeForce 9600M GT,2009,23,0,130,99
1479,GeForce G105M,2009,-1,0,130,175
1480,MOBILITY RADEON X1800,2009,-1,0,130,247
1481,RADEON X800 SE,2009,-1,0,130,384
1482,GeForce 9300 / nForce 730i,2009,-1,0,129,367
1483,Mobility Radeon HD 4570,2011,-1,0,129,91
1484,FireGL V7300,2009,-1,1189.9,128,322
1485,GeForce Go 7600,2009,-1,0,128,220
1486,All-in-Wonder X1900,2009,-1,0,127,445
1487,GeForce 8600M GT,2011,20,0,127,196
1488,GeForce 9300,2009,-1,0,127,385
1489,Radeon HD 3300,2009,-1,0,127,373
1490,GeForce 205,2010,30.5,0,126,309
1491,Seria Mobility Radeon HD 3400,2013,-1,0,125,148
1492,GeForce 9400M G,2009,12,0,124,299
1493,M76M,2009,-1,0,124,279
1494,Intel Haswell HD - GT1,2014,-1,0,123,492
1495,Matrox G200e WDDM 2.0,2018,-1,0,123,801
1496,Radeon HD 4250,2012,-1,0,123,408
1497,Radeon HD 6310,2012,45,0,123,35
1498,Radeon HD 7290M,2014,-1,0,123,90
1499,Quadro FX 1700,2009,42,27.5,122,159
1500,Quadro FX 570M,2009,45,0,122,116
1501,Radeon HD 3470,2011,30,0,122,258
1502,GeForce 6800 XT,2009,-1,0,121,292
1503,GeForce 9200,2009,-1,0,121,184
1504,Radeon HD 2400,2012,-1,24.8,121,298
1505,Radeon HD 6290,2012,45,0,121,51
1506,Extreme AX850 PRO,2018,-1,0,120,218
1507,NVS 3100M,2011,14,0,120,114
1508,GeForce GT 320M,2010,14,0,119,121
1509,Radeon HD 2400 XT,2011,25,0,119,357
1510,RV530 PRO,2009,-1,0,119,386
1511,GeForce 8400 GS,2012,40,49.9,118,145
1512,GeForce 9400M,2009,-1,0,118,295
1513,Radeon HD 7290,2012,-1,0,118,69
1514,FireMV 2260,2011,15,104.9,117,488
1515,Mobile Intel 45 Express-Chipsatzfamilie,2011,-1,0,117,270
1516,PHDGD Quantic C3,2017,-1,0,117,351
1517,Radeon HD 4330,2012,-1,0,117,129
