Videocard_Name,Price1,G3D_Mark,Videocard_Value2,G2D_Mark,TDP,Power_Perf,Test_Date5,Category 
GeForce 7800 GT,$80.00*,244,3.05,273,NA,NA,9-Apr,Desktop
NVS 310,$59.98*,244,4.07,337,19.5,12.51,12-Oct,Workstation
Quadro FX 5500,$315.99*,242,0.77,394,96,2.53,9-Apr,Workstation
Radeon R5 230,$59.99*,242,4.04,503,NA,NA,18-Jan,Unknown
Radeon HD4650,NA,240,NA,99,NA,NA,12-Mar,Unknown
GeForce 510,$69.99*,238,3.4,281,25,9.51,11-Dec,Desktop
Radeon HD 7450,$49.99*,238,4.77,232,18,13.23,12-Feb,Desktop
GeForce 410M,NA,237,NA,139,12,19.78,11-Jul,Mobile
GeForce 9700M GT,NA,237,NA,231,45,5.26,9-Apr,Mobile
Mobility Radeon HD 5470,NA,236,NA,362,13,18.19,12-Aug,Mobile
Quadro FX 4500 X2,NA,236,NA,653,NA,NA,10-Mar,Unknown
Radeon HD 4550,$126.99*,236,1.86,429,20,11.79,12-Aug,Desktop
Mobility Radeon HD 3670,NA,232,NA,331,NA,NA,9-Aug,Mobile
Radeon HD 5450,$98.68*,231,2.35,433,19.1,12.12,12-Aug,Desktop
FirePro 2270,$144.90*,227,1.57,553,17,13.34,12-Aug,Workstation
Quadro FX 880M,NA,227,NA,216,35,6.48,10-Feb,Workstation
Radeon HD 8330,NA,224,NA,62,NA,NA,13-Aug,Unknown
GT 430,$142.88*,223,1.56,325,NA,NA,13-Apr,Unknown
GeForce 7800 GTX,NA,222,NA,354,86,2.58,9-Apr,Desktop
HD6450,$39.99*,221,5.52,417,NA,NA,16-Apr,Unknown
Radeon HD 6230,NA,221,NA,383,NA,NA,13-Nov,Unknown
Radeon HD 7340M,NA,221,NA,160,NA,NA,12-Oct,Unknown
A6 Micro-6500T Quad-Core APU with RadeonR4,NA,220,NA,127,NA,NA,16-Jan,Unknown
NVS 5100M,NA,220,NA,211,35,6.28,10-Mar,Workstation
GeForce 7900 GS,NA,219,NA,351,NA,NA,9-Apr,Desktop
Mobility FireGL V5725,NA,219,NA,405,NA,NA,9-Apr,Workstation
Quadro FX 2500M,$17.50*,218,12.45,272,45,4.84,9-Apr,Workstation
FirePro 2460,$83.99*,216,2.57,573,17,12.69,12-Aug,Workstation
GeForce GT 220,$39.99*,216,5.41,169,58,3.73,12-Aug,Desktop
Radeon HD 6320 Graphic,NA,216,NA,159,NA,NA,11-Nov,Unknown
Radeon HD 7350,NA,216,NA,369,19.1,11.29,12-Mar,Desktop
GeForce GT 130M,NA,215,NA,204,23,9.34,9-Apr,Mobile
Mobility Radeon. HD 5470,NA,215,NA,398,13,16.56,13-Apr,Mobile
Mobility Radeon HD 5450,NA,214,NA,320,11,19.5,10-May,Mobile
Quadro FX 1600M,$149.90*,214,1.42,316,50,4.27,9-Jun,Workstation
GeForce GT 240M,NA,213,NA,160,23,9.28,9-Jul,Mobile
Intel HD 2000,NA,213,NA,456,NA,NA,15-Jul,Unknown
Radeon R2E,NA,213,NA,113,NA,NA,14-Jul,Unknown
Intel 2nd Generation SandyBridge HD,NA,212,NA,342,NA,NA,17-May,Unknown
WinFast GT 610,NA,212,NA,558,NA,NA,14-Jul,Unknown
Radeon HD 2600 PRO,NA,211,NA,337,35,6.04,11-Oct,Desktop
GeForce Go 7800 GTX,NA,210,NA,239,65,3.22,9-Apr,Mobile
Radeon HD 4650 AGP,NA,208,NA,156,NA,NA,11-Aug,Unknown
Barco MXRT 1450,NA,206,NA,520,NA,NA,13-Oct,Unknown
GeForce GT 120,$29.99*,206,6.85,289,50,4.11,9-Apr,Desktop
Intel 2nd Generation SandyBridge HD 3000,NA,205,NA,555,NA,NA,16-Oct,Unknown
Quadro FX 4500,$230.33*,205,0.89,265,109,1.88,9-Apr,Workstation
GeForce GT 330M,NA,204,NA,141,23,8.89,12-Aug,Mobile
Quadro NVS 320M,NA,204,NA,312,20,10.22,9-Sep,Workstation
Radeon HD 8210,NA,204,NA,69,NA,NA,13-Jul,Unknown
GeForce 7950 GX2,$54.99*,202,3.67,413,NA,NA,9-Apr,Desktop
GeForce 7600 GS,$175.00*,201,1.15,94,NA,NA,12-Aug,Desktop
Mobility Radeon HD 545v,NA,200,NA,270,NA,NA,10-Oct,Mobile
RADEON HD7450,$22.25*,199,8.95,215,NA,NA,14-Jan,Unknown
GeForce G210M,NA,198,NA,288,14,14.14,9-Sep,Mobile
Radeon HD 6320M,NA,198,NA,151,NA,NA,11-Nov,Unknown
Radeon HD 8250,NA,198,NA,62,NA,NA,13-Jun,Unknown
Radeon HD 7340G,NA,196,NA,146,NA,NA,12-Dec,Unknown
Radeon HD 6450,$52.99 ,195,3.69,113,18,10.85,11-Oct,Desktop
Intel Infoshock HD,NA,194,NA,393,NA,NA,17-Jul,Unknown
Radeon HD 8210E,NA,194,NA,202,NA,NA,17-Mar,Unknown
Radeon HD 6430M,NA,193,NA,106,NA,NA,13-Feb,Mobile
Mobility Radeon HD 2600 XT,NA,192,NA,329,NA,NA,9-Oct,Mobile
GeForce 305M,NA,191,NA,288,14,13.61,12-Mar,Mobile
Mobility Radeon HD 4550,NA,191,NA,290,NA,NA,10-Mar,Mobile
Mobility Radeon HD 540v,NA,188,NA,382,NA,NA,10-Jun,Unknown
GeForce 505,NA,187,NA,587,NA,NA,13-Aug,Unknown
NVS 2100M,NA,185,NA,432,14,13.18,10-Feb,Workstation
Quadro FX 1500,$115.01*,183,1.59,196,65,2.81,9-Apr,Workstation
Mobility Radeon HD 5430,NA,181,NA,330,7,25.88,10-Apr,Mobile
Quadro FX 1700M,NA,181,NA,211,50,3.62,9-Apr,Workstation
Radeon HD 7310G,NA,181,NA,119,NA,NA,14-Apr,Unknown
Barco MXRT 7100,NA,180,NA,659,NA,NA,13-Aug,Unknown
FireGL V3600,$160.99*,180,1.12,399,NA,NA,9-Oct,Workstation
GeForce GT 325M,NA,180,NA,76,23,7.82,11-Apr,Mobile
FirePro 3D V3700,$84.99*,179,2.1,466,32,5.58,11-Oct,Workstation
GeForce 7800 GS,NA,177,NA,199,NA,NA,9-Apr,Desktop
GeForce Go 7900 GS,NA,176,NA,254,20,8.81,9-Nov,Mobile
Mobility Radeon HD 530v,NA,175,NA,353,NA,NA,10-Aug,Mobile
Radeon HD 7310 - Carte graphique,NA,174,NA,120,NA,NA,14-Aug,Unknown
Intel G33/G31 Express,NA,173,NA,45,NA,NA,10-Jan,Desktop
Quadro 400,$39.99*,173,4.34,276,32,5.42,11-Jul,Workstation
Radeon HD 7340,$552.69*,172,0.31,79,NA,NA,12-Jun,Unknown
Quadro FX 1500M,NA,171,NA,275,45,3.8,9-Apr,Workstation
Quadro FX 580,$68.89*,170,2.46,262,40,4.24,9-Apr,Workstation
Radeon HDG 4670,NA,170,NA,197,NA,NA,15-Aug,Unknown
GeForce 9650M GT,NA,169,NA,186,23,7.35,9-Apr,Mobile
Mobility Radeon HD 2600,NA,168,NA,267,NA,NA,12-Aug,Mobile
GeForce 9500M G,NA,167,NA,337,20,8.34,9-Jul,Mobile
Radeon HD 7310M,NA,166,NA,127,NA,NA,12-Oct,Unknown
GeForce Go 7600 GT,NA,165,NA,246,NA,NA,9-Jun,Mobile
Intel HD manual-gen9_2015-133271,NA,165,NA,119,NA,NA,17-Jun,Unknown
Quadro FX 380M,NA,165,NA,288,25,6.61,10-Mar,Workstation
GeForce 315,$32.99*,164,4.96,214,33,4.96,10-Feb,Desktop
GeForce 7600 GT,$84.95*,164,1.93,159,NA,NA,9-Oct,Desktop
Radeon E6465,NA,164,NA,445,NA,NA,18-Oct,Unknown
VIA/S3G C-645/640 GPU,NA,163,NA,122,NA,NA,19-Oct,Unknown
GeForce 8700M GT,NA,162,NA,149,29,5.59,9-Apr,Mobile
Radeon HD 6300M,NA,160,NA,190,NA,NA,12-Jun,Unknown
Radeon HD 3670,NA,159,NA,124,NA,NA,11-Oct,Unknown
RADEON HD 6350,$35.95*,158,4.4,257,19.1,8.29,11-Apr,Desktop
Radeon HD 4300/4500 Serisi,NA,156,NA,347,NA,NA,14-Sep,Unknown
GeForce GT 220M,NA,151,NA,157,14,10.81,9-Aug,Mobile
Radeon HD 6320,$554.99*,151,0.27,36,45,3.36,11-Nov,Mobile
Radeon X1950 CrossFire Edition,NA,151,NA,466,NA,NA,9-May,Desktop
Radeon HD 3650 AGP,NA,150,NA,155,NA,NA,11-Nov,Unknown
Quadro FX 3450,$119.99*,149,1.24,235,83,1.8,9-Aug,Workstation
GeForce Go 7700,NA,148,NA,232,NA,NA,9-Apr,Mobile
Mobility Radeon HD 4350,NA,148,NA,369,NA,NA,11-Mar,Unknown
Radeon HD 8180,NA,147,NA,55,NA,NA,13-Oct,Unknown
ZX Chrome 645/640 GPU,NA,147,NA,220,NA,NA,17-Mar,Unknown
GeForce 9500 GT,$85.99*,146,1.69,123,50,2.91,9-Apr,Desktop
Radeon X1900 GT,NA,146,NA,409,75,1.95,9-Jul,Desktop
Quadro FX 380 LP,NA,143,NA,268,28,5.09,10-Feb,Workstation
GeForce 6800 GT,NA,142,NA,212,NA,NA,9-Apr,Desktop
NVS 300,$14.00*,142,10.11,352,17.5,8.09,11-Apr,Workstation
Radeon R5 220,$85.26*,142,1.66,102,19,7.45,15-Feb,Desktop
Radeon HD 4290,NA,141,NA,442,NA,NA,10-Mar,Desktop
Radeon X1800 GTO,NA,141,NA,415,48,2.93,9-Jul,Desktop
nForce 760i SLI,NA,140,NA,379,NA,NA,9-Apr,Unknown
Radeon HD 6290M,NA,140,NA,92,NA,NA,12-Jul,Unknown
GeForce 6800 Ultra,NA,139,NA,153,NA,NA,9-Apr,Desktop
Intel Haswell HD - GT2,NA,139,NA,630,NA,NA,14-Feb,Unknown
GeForce 405,$24.64*,138,5.6,240,NA,NA,11-Mar,Unknown
GeForce 6800 GS,NA,138,NA,350,NA,NA,9-Apr,Desktop
GeForce 8500 GT,NA,138,NA,114,45,3.06,9-Apr,Desktop
GeForce Go 6800 Ultra,NA,138,NA,198,NA,NA,9-Apr,Mobile
Radeon X1900 CrossFire Edition,NA,137,NA,507,100,1.37,11-Mar,Desktop
GeForce 310,$108.35*,136,1.26,207,30.5,4.46,10-Jan,Desktop
Mobility Radeon HD 4330,NA,135,NA,377,NA,NA,9-Aug,Mobile
Mobility Radeon X1900,NA,135,NA,287,NA,NA,10-Feb,Mobile
Quadro FX 3450/4000 SDI,NA,135,NA,369,NA,NA,9-Apr,Workstation
EAH5450,$109.99*,134,1.22,216,NA,NA,17-Apr,Unknown
GeForce 7650 GS,NA,134,NA,335,NA,NA,9-Apr,Unknown
GeForce 9800 GT 1024MB,NA,134,NA,315,NA,NA,15-Jul,Unknown
GeForce 315M,NA,133,NA,155,14,9.5,11-Jun,Mobile
GeForce G200,NA,132,NA,306,NA,NA,10-Feb,Unknown
GeForce 9600M GS,NA,131,NA,135,20,6.54,9-Apr,Mobile
Mobility Radeon HD 3650,NA,131,NA,121,NA,NA,9-Apr,Mobile
Radeon HD 7310,NA,131,NA,46,NA,NA,12-Aug,Unknown
GeForce 9600M GT,NA,130,NA,99,23,5.65,9-Apr,Mobile
GeForce G105M,NA,130,NA,175,NA,NA,9-Nov,Unknown
MOBILITY RADEON X1800,NA,130,NA,247,NA,NA,9-May,Mobile
RADEON X800 SE,NA,130,NA,384,NA,NA,9-Apr,Desktop
GeForce 9300 / nForce 730i,NA,129,NA,367,NA,NA,9-Apr,Unknown
Mobility Radeon HD 4570,NA,129,NA,91,NA,NA,11-Dec,Mobile
FireGL V7300,"$1,189.99*",128,0.11,322,NA,NA,9-Sep,Workstation
GeForce Go 7600,NA,128,NA,220,NA,NA,9-Apr,Mobile
All-in-Wonder X1900,NA,127,NA,445,NA,NA,9-Oct,Unknown
GeForce 8600M GT,NA,127,NA,196,20,6.37,11-Apr,Mobile
GeForce 9300,NA,127,NA,385,NA,NA,9-Apr,Unknown
Radeon HD 3300,NA,127,NA,373,NA,NA,9-Apr,Unknown
GeForce 205,NA,126,NA,309,30.5,4.14,10-Nov,Desktop
Seria Mobility Radeon HD 3400,NA,125,NA,148,NA,NA,13-Nov,Unknown
GeForce 9400M G,NA,124,NA,299,12,10.32,9-Jul,Mobile
M76M,NA,124,NA,279,NA,NA,9-May,Unknown
Intel Haswell HD - GT1,NA,123,NA,492,NA,NA,14-Mar,Unknown
Matrox G200e WDDM 2.0,NA,123,NA,801,NA,NA,18-Jun,Unknown
Radeon HD 4250,NA,123,NA,408,NA,NA,12-May,Desktop
Radeon HD 6310,NA,123,NA,35,45,2.74,12-Aug,Mobile
Radeon HD 7290M,NA,123,NA,90,NA,NA,14-Sep,Unknown
Quadro FX 1700,$27.50*,122,4.43,159,42,2.9,9-Apr,Workstation
Quadro FX 570M,NA,122,NA,116,45,2.71,9-Apr,Workstation
Radeon HD 3470,NA,122,NA,258,30,4.08,11-Dec,Desktop
GeForce 6800 XT,NA,121,NA,292,NA,NA,9-Apr,Desktop
GeForce 9200,NA,121,NA,184,NA,NA,9-May,Unknown
Radeon HD 2400,$24.88*,121,4.85,298,NA,NA,12-Jan,Unknown
Radeon HD 6290,NA,121,NA,51,45,2.7,12-Jul,Mobile
Extreme AX850 PRO,NA,120,NA,218,NA,NA,18-Jul,Unknown
NVS 3100M,NA,120,NA,114,14,8.6,11-May,Workstation
GeForce GT 320M,NA,119,NA,121,14,8.49,10-Feb,Mobile
Radeon HD 2400 XT,NA,119,NA,357,25,4.76,11-Dec,Desktop
RV530 PRO,NA,119,NA,386,NA,NA,9-Oct,Unknown
GeForce 8400 GS,$49.99*,118,2.35,145,40,2.94,12-Aug,Desktop
GeForce 9400M,NA,118,NA,295,NA,NA,9-Apr,Unknown
Radeon HD 7290,NA,118,NA,69,NA,NA,12-Dec,Unknown
FireMV 2260,$104.99*,117,1.12,488,15,7.82,11-Aug,Workstation
Mobile Intel 45 Express-Chipsatzfamilie,NA,117,NA,270,NA,NA,11-Oct,Unknown
PHDGD Quantic C3,NA,117,NA,351,NA,NA,17-Nov,Unknown
Radeon HD 4330,NA,117,NA,129,NA,NA,12-Aug,Unknown
Radeon X1700 Targa Edition,NA,117,NA,255,NA,NA,12-Oct,Unknown
FireGL V7200,NA,116,NA,348,NA,NA,10-Feb,Workstation
GeForce 310M,NA,116,NA,77,14,8.3,12-Aug,Mobile
Radeon X1600 XT,NA,116,NA,356,42,2.75,12-Dec,Desktop
FireGL V5200,NA,115,NA,348,NA,NA,9-Sep,Workstation
GeForce 8600 GS,NA,115,NA,271,47,2.44,9-Apr,Desktop
GeForce Go 7800,NA,115,NA,209,35,3.28,9-Apr,Mobile
Quadro FX 570,$74.99*,115,1.54,401,38,3.04,9-Apr,Workstation
Quadro FX 560,$150.25*,114,0.76,360,30,3.8,9-Apr,Workstation
Radeon HD 2400 Pro,NA,114,NA,346,20,5.72,11-Oct,Desktop
Radeon HD 6250,NA,114,NA,47,35,3.26,12-Mar,Mobile
FirePro 2260,NA,113,NA,431,NA,NA,10-Mar,Unknown
GeForce 6800,$39.99*,113,2.82,258,NA,NA,9-Apr,Desktop
GeForce 8600 GT,$189.00*,113,0.6,165,47,2.41,12-Aug,Desktop
Radeon X1950 Pro,NA,113,NA,318,66,1.71,9-Sep,Desktop
Sapphire RADEON X800 GT,NA,113,NA,274,NA,NA,9-May,Unknown
Intel HD Modded,NA,112,NA,303,NA,NA,14-Dec,Unknown
Radeon HD 4200,NA,112,NA,372,NA,NA,12-Aug,Desktop
FireGL V7350,$19.99*,111,5.55,344,NA,NA,11-Sep,Workstation
GeForce G210,$63.13*,111,1.77,148,NA,NA,9-Jul,Unknown
Mobility Radeon HD 3400 Serisi,NA,111,NA,239,NA,NA,14-Jun,Unknown
Quadro FX 380,$72.50*,111,1.53,279,34,3.27,12-Feb,Workstation
GeForce 6800 LE,NA,110,NA,166,NA,NA,9-Apr,Desktop
GeForce 7300 GT,$149.99*,110,0.73,165,NA,NA,9-Apr,Desktop
Radeon HD 2600 Pro AGP,NA,110,NA,137,NA,NA,11-Dec,Unknown
Radeon HD 4270,NA,110,NA,303,NA,NA,10-Nov,Unknown
VIA/S3G Chrome 645/640 GPU,NA,110,NA,161,NA,NA,12-Mar,Unknown
XFX Radeon HD 4650 AGP,NA,110,NA,138,NA,NA,19-Feb,Unknown
GeForce 9400,NA,108,NA,229,NA,NA,9-Apr,Unknown
GeForce 9500M GS,NA,108,NA,161,20,5.39,9-Apr,Mobile
Quadro FX 370 LP,NA,108,NA,481,25,4.32,12-May,Workstation
Radeon Infoshock 3000,NA,107,NA,475,NA,NA,17-May,Unknown
GeForce Go 6800,NA,106,NA,205,NA,NA,9-Apr,Mobile
GeForce9400M,NA,106,NA,161,NA,NA,9-Oct,Unknown
Radeon X1950 GT,NA,106,NA,279,57,1.86,10-Mar,Desktop
GeForce 9450,NA,105,NA,342,NA,NA,13-Mar,Unknown
Mobility Radeon X1700,NA,105,NA,228,NA,NA,10-Jul,Mobile
GeForce 9500M,NA,104,NA,320,NA,NA,9-Apr,Unknown
M880G with Mobility Radeon HD 4250,NA,104,NA,270,NA,NA,12-Oct,Unknown
Quadro FX 1400,$245.01*,104,0.42,294,70,1.48,11-Oct,Workstation
Quadro FX 3400/4400,NA,104,NA,239,101,1.03,12-Aug,Workstation
FireGL V3400,NA,103,NA,353,NA,NA,9-Sep,Workstation
GeForce 6800 GS/XT,NA,103,NA,196,NA,NA,9-Apr,Desktop
Quadro FX 370 Low Profile,NA,103,NA,492,NA,NA,10-Oct,Unknown
Mobility Radeon HD 2400 XT,NA,102,NA,246,NA,NA,11-Dec,Mobile
Quadro FX Go1400,NA,102,NA,223,NA,NA,9-Apr,Unknown
Radeon HD 4350,$149.95*,102,0.68,85,20,5.08,12-Aug,Desktop
GeForce 6600 GT,$64.95*,101,1.55,279,NA,NA,10-Jul,Desktop
GeForce 8400,$589.99*,101,0.17,314,NA,NA,9-Apr,Unknown
GeForce 8600M GS,NA,101,NA,205,20,5.04,9-Apr,Mobile
Quadro FX 4000,NA,101,NA,78,142,0.71,9-Dec,Workstation
GeForce 9400 GT,$165.00*,99,0.6,148,50,1.98,10-Nov,Desktop
GeForce G100,$19.99*,99,4.97,356,NA,NA,12-Aug,Unknown
Quadro NVS 420,$335.20*,99,0.29,534,NA,NA,9-Jun,Unknown
Radeon X1600 Pro,NA,99,NA,273,41,2.41,12-Oct,Desktop
GeForce 8400M GT,NA,98,NA,253,14,7,9-Apr,Mobile
GeForce 9300GE,$18.00*,98,5.43,367,NA,NA,9-Apr,Unknown
ION LE,NA,98,NA,96,NA,NA,9-Sep,Unknown
Matrox G200eW3 WDDM 2.0,NA,98,NA,461,NA,NA,17-Nov,Unknown
Mobility Radeon HD 3430,NA,98,NA,260,NA,NA,9-May,Mobile
Mobility Radeon HD 4250,NA,98,NA,280,NA,NA,10-Apr,Mobile
Radeon 3000,$319.00*,98,0.31,414,NA,NA,12-Aug,Unknown
RADEON X800 XT,NA,98,NA,271,NA,NA,12-Aug,Desktop
GeForce 210,$38.97 ,97,2.49,104,30.5,3.18,9-Oct,Desktop
Mobility Radeon HD serie 4200,NA,97,NA,227,NA,NA,13-Sep,Unknown
Radeon HD 3000,NA,96,NA,264,NA,NA,14-Sep,Unknown
GeForce 6700 XL,NA,95,NA,243,NA,NA,9-Apr,Unknown
MEDION RADEON X740XL,NA,95,NA,228,NA,NA,9-Apr,Unknown
Mobility Radeon HD 3470 Hybrid X2,NA,94,NA,206,NA,NA,9-Jun,Unknown
FireGL V5100,NA,93,NA,250,NA,NA,9-Sep,Workstation
GeForce G102M,NA,93,NA,265,NA,NA,9-Jul,Unknown
M880G with Mobility Radeon HD 4200,NA,93,NA,260,NA,NA,9-Oct,Unknown
Mobility Radeon HD 3470,NA,93,NA,250,NA,NA,9-Apr,Mobile
Mobility Radeon HD 4270,NA,93,NA,282,NA,NA,10-Sep,Mobile
Quadro FX 370M,NA,93,NA,334,20,4.66,9-Apr,Workstation
Quadro NVS 150M,NA,93,NA,327,10,9.26,9-Apr,Workstation
GeForce 8300,$22.68*,92,4.04,330,NA,NA,9-Apr,Unknown
GeForce 9300 GS,$59.95*,92,1.53,324,NA,NA,9-May,Desktop
GeForce G205M,NA,92,NA,294,NA,NA,10-Sep,Unknown
Mobility Radeon X1600,NA,92,NA,236,NA,NA,9-Apr,Mobile
nForce 780a SLI,NA,92,NA,425,NA,NA,9-Apr,Unknown
RADEON X600XT,NA,92,NA,258,NA,NA,9-Dec,Unknown
Mobility Radeon HD 3450,NA,91,NA,247,NA,NA,9-May,Mobile
Mobility Radeon HD 4200,NA,91,NA,260,NA,NA,11-Apr,Mobile
Quadro NVS 290,$45.00*,91,2.01,401,NA,NA,9-Apr,Unknown
Quadro NVS 295,$71.38 ,91,1.27,303,23,3.96,9-Apr,Workstation
Mobility Radeon HD 2400,NA,90,NA,212,NA,NA,10-Jan,Mobile
GeForce 6610 XL,NA,89,NA,288,NA,NA,9-May,Unknown
Quadro NVS 140M,NA,89,NA,284,10,8.94,9-Apr,Workstation
Intel Media Accelerator HD,NA,88,NA,93,NA,NA,11-Nov,Unknown
Quadro FX 360M,NA,87,NA,308,17,5.11,9-Apr,Workstation
Intel Q45/Q43 Express Chipset,NA,86,NA,106,NA,NA,9-Apr,Unknown
Quadro FX 350,NA,86,NA,378,21,4.09,9-Apr,Workstation
FireGL V3200,NA,85,NA,236,NA,NA,9-Aug,Workstation
GeForce 9300M G,NA,85,NA,242,13,6.52,9-May,Mobile
Radeon X1650 Pro,$160.89*,85,0.53,241,44,1.93,10-Jan,Desktop
ALL-IN-WONDER X800 GT,NA,84,NA,186,NA,NA,9-Oct,Unknown
GeForce 999 GTX,NA,84,NA,138,NA,NA,17-Jul,Unknown
Quadro FX 370,$125.00*,84,0.67,385,35,2.39,9-Apr,Workstation
Radeon X1300 PRO,NA,84,NA,313,NA,NA,9-Nov,Unknown
RADEON X800 GT,NA,84,NA,423,NA,NA,9-Apr,Desktop
GeForce 9300M GS,$19.95*,83,4.16,182,13,6.38,9-Apr,Mobile
nForce 750a SLI,NA,83,NA,351,NA,NA,9-Dec,Unknown
GeForce 8400M GS,$14.99*,82,5.45,249,11,7.43,9-Apr,Mobile
GeForce 9100,NA,82,NA,345,NA,NA,9-Apr,Unknown
GeForce 9300 SE,NA,82,NA,344,NA,NA,15-Feb,Unknown
MOBILITY FireGL V5000,NA,82,NA,223,NA,NA,9-Oct,Workstation
Mobility Radeon X2500,NA,82,NA,235,NA,NA,9-Oct,Mobile
nForce 980a/780a SLI,NA,82,NA,367,NA,NA,9-Aug,Unknown
Radeon HD 3200,NA,82,NA,227,NA,NA,12-Aug,Unknown
RADEON X850 XT Platinum Edition,NA,82,NA,261,NA,NA,11-Mar,Desktop
GeForce 9200M GE,NA,81,NA,225,NA,NA,9-Apr,Unknown
Mobility Radeon 4100,NA,81,NA,265,NA,NA,10-May,Unknown
Quadro FX 540,$59.99*,81,1.35,294,35,2.31,9-Apr,Workstation
RADEON X800 XT Platinum Edition,NA,81,NA,170,NA,NA,12-Jul,Desktop
RADEON X850 XT,NA,81,NA,326,NA,NA,9-Apr,Desktop
GeForce G 105M,NA,80,NA,115,14,5.7,9-Apr,Mobile
RADEON X800GT,NA,80,NA,264,NA,NA,9-Apr,Unknown
GeForce 8100 / nForce 720a,NA,79,NA,308,NA,NA,9-Apr,Unknown
GeForce 8200,NA,79,NA,313,NA,NA,9-Apr,Unknown
GeForce 9300 GE,$22.99*,79,3.43,241,NA,NA,9-Apr,Desktop
Radeon HD 2350,NA,77,NA,262,20,3.83,9-Aug,Desktop
RADEON X800 GTO,NA,77,NA,306,NA,NA,10-Nov,Desktop
M860G with Mobility Radeon 4100,NA,76,NA,203,NA,NA,9-Nov,Unknown
RADEON X700 PRO,NA,76,NA,302,NA,NA,9-May,Desktop
Radeon X1650 GTO,NA,75,NA,384,NA,NA,9-Oct,Unknown
FireMV 2450,NA,74,NA,610,NA,NA,11-Feb,Unknown
GeForce 7350 LE,NA,74,NA,281,NA,NA,9-Jun,Unknown
Intel 82945G Express,NA,74,NA,50,NA,NA,9-Apr,Unknown
Radeon 3100,$164.99 ,74,0.45,228,NA,NA,12-Aug,Unknown
Radeon HD 3450,$44.98*,74,1.64,103,25,2.95,11-Oct,Desktop
Mobility Radeon HD 4300 Serisi,NA,73,NA,216,NA,NA,13-Dec,Unknown
Quadro NVS 450,$139.99*,73,0.52,345,NA,NA,9-Apr,Unknown
RADEON X700,NA,73,NA,248,NA,NA,10-Mar,Desktop
RADEON X800 PRO/GTO,NA,73,NA,181,NA,NA,9-Nov,Desktop
RADEON X850 PRO,NA,73,NA,157,NA,NA,10-Nov,Desktop
FireGL V7100,NA,72,NA,223,NA,NA,9-May,Workstation
M880G with Mobility Radeon HD 4225,NA,72,NA,183,NA,NA,10-Jun,Unknown
MEDION RADEON 9800 XXL,NA,72,NA,187,NA,NA,10-Nov,Unknown
FireGL V3300,NA,71,NA,326,NA,NA,9-Apr,Workstation
ION,$229.99*,71,0.31,70,NA,NA,9-Jun,Unknown
Radeon X1650 SE,NA,71,NA,358,NA,NA,9-Apr,Unknown
Radeon X550XTX,NA,71,NA,240,NA,NA,9-Oct,Unknown
RADEON X700 SE,NA,71,NA,348,NA,NA,9-Jul,Desktop
BASICDISPLAY,NA,70,NA,691,NA,NA,15-Feb,Unknown
Diamond X1300-PCIE 256MB,NA,70,NA,286,NA,NA,13-Feb,Unknown
GeForce 6600,$149.99*,70,0.47,169,NA,NA,9-Apr,Desktop
FireGL V3350,NA,69,NA,336,NA,NA,9-Jul,Workstation
GeForce Go 6600,NA,69,NA,209,NA,NA,9-Apr,Mobile
Quadro FX 3000,$166.61*,69,0.41,178,NA,NA,9-Apr,Workstation
Radeon X1600 Pro / X1300XT,NA,69,NA,285,NA,NA,10-Jan,Unknown
RADEON X800 XL,NA,69,NA,271,NA,NA,11-Mar,Desktop
GeForce 8400 SE,NA,68,NA,290,NA,NA,9-May,Unknown
Intel B43 Express Chipset,NA,68,NA,188,NA,NA,9-Dec,Unknown
Intel G45/G43/G41 Express Chipset,NA,68,NA,318,NA,NA,11-Mar,Unknown
Matrox G200eR WDDM 1.2,NA,68,NA,582,NA,NA,14-Aug,Unknown
Matrox G200eR WDDM 2.0,NA,68,NA,457,NA,NA,17-Mar,Unknown
256MB RADEON X600,NA,67,NA,252,NA,NA,9-Apr,Unknown
GeForce 8300 GS,NA,67,NA,314,40,1.67,9-Apr,Desktop
GeForce G 103M,NA,67,NA,81,14,4.79,12-Aug,Mobile
MOBILITY RADEON X700,NA,67,NA,200,NA,NA,10-Mar,Mobile
Radeon X1550,$113.00*,67,0.59,253,27,2.47,9-Jul,Desktop
128MB DDR Radeon 9800 Pro,NA,66,NA,175,NA,NA,9-Aug,Unknown
GeForce 7300 GS,NA,66,NA,298,NA,NA,9-Apr,Desktop
GeForce 9100M G,NA,66,NA,150,NA,NA,9-Apr,Unknown
Mobility Radeon HD 4225,NA,66,NA,174,NA,NA,10-Jun,Mobile
GeForce 9200M GS,NA,65,NA,135,13,4.98,9-Apr,Mobile
Quadro NVS 160M,NA,65,NA,158,12,5.39,9-Apr,Workstation
RADEON X800 PRO,NA,65,NA,190,NA,NA,9-Jun,Desktop
M71-M,NA,64,NA,141,NA,NA,10-Oct,Unknown
Quadro FX 550,$149.00*,64,0.43,325,25,2.55,9-Apr,Workstation
GeForce Go 7400,NA,63,NA,221,NA,NA,9-Apr,Mobile
Intel HD manual-15.28-1861,NA,63,NA,72,NA,NA,15-Jul,Unknown
Mobility Radeon HD 3410,NA,63,NA,130,NA,NA,10-Jan,Mobile
128 DDR Radeon 9800 Pro,NA,62,NA,191,NA,NA,10-Feb,Unknown
MOBILITY FireGL V3200,NA,62,NA,238,NA,NA,9-Apr,Workstation
