Name,LatencyNS,Read_Uncached_GBs,Write_GBs,Price
Kingston XRMWRN-MIE 16GB,30.46153846,17.5,14.8,NA
Kllisre  8GB,47,11,9.1,NA
Maxsun MSD44G24Q0 4GB,66,15.5,7.4,NA
Maxsun MSD44G24Q3 4GB,32,10.5,8.7,NA
Maxsun MSD48G26Q3 8GB,73,15.5,8.4,NA
Maxsun MSD48G30M3 8GB,42,12.6,8.5,NA
Maxsun MSD48G30Q3 8GB,68,15.5,8.1,NA
Maxsun MSD416G26Q3 16GB,84,12.5,7,NA
Memphis Electronic D4SO1G724GI-A58SD 8GB,30,11.7,6.6,NA
MemxPro Inc. D4S8GHIOFFC 8GB,26,14.2,7.3,NA
Micron Technology 4ATF51264AZ-2G3B1 4GB,26,15.4,10.5,NA
Micron Technology 4ATF51264AZ-2G3E1 4GB,27,15,10.9,NA
Micron Technology 4ATF51264AZ-2G6E1 4GB,24,16.6,10.8,NA
Micron Technology 4ATF51264AZ-3G2E1 4GB,48,17.5,8.3,NA
Micron Technology 4ATF51264AZ-3G2J1 4GB,41,16.3,9.6,NA
Micron Technology 4ATF51264HZ-2G3B1 4GB,35.14285714,15.4,11.5,NA
Micron Technology 4ATF51264HZ-2G3B2 4GB,24,15.8,11.7,NA
Micron Technology 4ATF51264HZ-2G3E1 4GB,27,14.8,10.2,NA
Micron Technology 4ATF51264HZ-2G3E2 4GB,25,15.5,11.4,NA
Micron Technology 4ATF51264HZ-2G6E1 4GB,33.2,15.2,11.2,NA
Micron Technology 4ATF51264HZ-2G6E3 4GB,28.33333333,16.7,12.1,NA
Micron Technology 4ATF51264HZ-3G2J1 4GB,92,14.5,6.2,NA
Micron Technology 4ATS1G64HZ-2G3B1 8GB,28,17.1,13.1,NA
Micron Technology 8ATF1G64AZ-2G1A1 8GB,33,13.7,10.2,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Micron Technology 8ATF1G64AZ-2G1B1 8GB,25,14.7,9.7,NA
Micron Technology 8ATF1G64AZ-2G3A1 8GB,25,14.8,10.6,NA
Micron Technology 8ATF1G64AZ-2G3B1 8GB,31.4,15.3,10.9,NA
Micron Technology 8ATF1G64AZ-2G3E1 8GB,33,15.8,10.3,NA
Micron Technology 8ATF1G64AZ-2G3H1 8GB,32.66666667,15.6,9.9,NA
Micron Technology 8ATF1G64AZ-2G3H1R 8GB,40,15.5,11.4,NA
Micron Technology 8ATF1G64AZ-2G6B1 8GB,21,19.1,14.5,NA
Micron Technology 8ATF1G64AZ-2G6D1 8GB,21,15.3,7,NA
Micron Technology 8ATF1G64AZ-2G6E1 8GB,33.67857143,16.7,12.6,NA
Micron Technology 8ATF1G64AZ-2G6H1 8GB,32.33333333,17,13.2,NA
Micron Technology 8ATF1G64AZ-3G2E1 8GB,37.66666667,14.7,12.4,NA
Micron Technology 8ATF1G64AZ-3G2J1 8GB,42,16.4,10.5,NA
Micron Technology 8ATF1G64HZ-2G1A1 8GB,28,14.2,10.8,NA
Micron Technology 8ATF1G64HZ-2G2G1 8GB,24,14.3,6.9,NA
Micron Technology 8ATF1G64HZ-2G3A1 8GB,29,13.4,9.5,NA
Micron Technology 8ATF1G64HZ-2G3B1 8GB,35.52631579,14.7,10.9,NA
Micron Technology 8ATF1G64HZ-2G3B2 8GB,36.66666667,14.5,11.6,NA
Micron Technology 8ATF1G64HZ-2G3E1 8GB,27,14.5,10.1,NA
Micron Technology 8ATF1G64HZ-2G3E2 8GB,27,15.2,11.7,NA
Micron Technology 8ATF1G64HZ-2G3H1 8GB,38.25,13.8,10.2,NA
Micron Technology 8ATF1G64HZ-2G6B1 8GB,25,15.3,12.2,$79.95*
Micron Technology 8ATF1G64HZ-2G6D1 8GB,33.38461538,16.2,12.4,NA
Micron Technology 8ATF1G64HZ-2G6E1 8GB,35.77272727,15.3,11.3,NA
Micron Technology 8ATF1G64HZ-2G6E3 8GB,23,17.2,13.6,NA
Micron Technology 8ATF1G64HZ-2G6H1 8GB,32.4,14.3,9.9,NA
Micron Technology 8ATF1G64HZ-2G6J1 8GB,32.33333333,16.1,11.8,NA
Micron Technology 8ATF1G64HZ-3G2E1 8GB,23,17,13.4,NA
Micron Technology 8ATF1G64HZ-3G2J1 8GB,31.46153846,16.3,12,NA
Micron Technology 8ATF2G64HZ-2G3A1 16GB,32,14.1,9.7,NA
Micron Technology 8ATF51264AZ-2G1A1 4GB,37.66666667,12.8,10.1,NA
Micron Technology 8ATF51264AZ-2G1A2 4GB,26,15.6,11.3,NA
Micron Technology 8ATF51264AZ-2G1AY 4GB,28,13.8,8.7,NA
Micron Technology 8ATF51264AZ-2G1B1 4GB,26,15.4,11,NA
Micron Technology 8ATF51264HZ-2G1A2 4GB,27,14.2,10.7,NA
Micron Technology 8ATF51264HZ-2G1B1 4GB,29,13.5,9.9,NA
Micron Technology 8G2666CL19 8GB,27,15.8,13.1,NA
Micron Technology 8R8F1G64HZ-2G3B1 8GB,28,14.8,6.8,NA
Micron Technology 9ASF1G72AZ-2G3B1 8GB,22,15,6.8,NA
Micron Technology 9ASF1G72PZ-2G3A1 8GB,37,10.1,7.4,NA
Micron Technology 9ASF1G72PZ-2G3B1 8GB,35,10.6,7.8,NA
Micron Technology 9ASF1G72PZ-2G6D1 8GB,31,11,8.4,NA
Micron Technology 9ASF51272PZ-2G1A2 4GB,41,11,9.5,NA
Micron Technology 9ASF51272PZ-2G1AX 4GB,39,7.7,6.8,NA
Micron Technology 9ASF51272PZ-2G1B1 4GB,34,9.6,8.4,NA
Micron Technology 9ASF51272PZ-2G3B1 4GB,40,9.6,7.2,NA
Micron Technology 16A6A2G64HZ-2-2E1 16GB,22,17,8.9,NA
Micron Technology 16ATF1G64AZ-2G1A1 8GB,41.7,12.8,10.2,NA
Micron Technology 16ATF1G64AZ-2G1A2 8GB,36.8,15.7,11.5,NA
Micron Technology 16ATF1G64AZ-2G1B1 8GB,35.57142857,15.1,10.7,$74.81*
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Micron Technology 16ATF1G64AZ-2G3A2 8GB,24,15.5,9.8,NA
Micron Technology 16ATF1G64HZ-2G1A2 8GB,37.09090909,13.5,9.2,NA
Micron Technology 16ATF1G64HZ-2G1B1 8GB,36.1,14.6,10.8,NA
Micron Technology 16ATF2G64AZ-2G1A1 16GB,30.66666667,15.5,10.2,NA
Micron Technology 16ATF2G64AZ-2G1B1 16GB,24,14.2,8,NA
Micron Technology 16ATF2G64AZ-2G3A1 16GB,26,13.5,7.9,NA
Micron Technology 16ATF2G64AZ-2G3B1 16GB,26,16.6,11.6,NA
Micron Technology 16ATF2G64AZ-2G3E1 16GB,26,16.8,11.2,NA
Micron Technology 16ATF2G64AZ-2G3H1 16GB,28,14.4,8.6,NA
Micron Technology 16ATF2G64AZ-2G6B1 16GB,22,18.2,13.5,NA
Micron Technology 16ATF2G64AZ-2G6D1 16GB,26,14.2,9.8,NA
Micron Technology 16ATF2G64AZ-2G6E1 16GB,42.66666667,13.1,12.4,NA
Micron Technology 16ATF2G64AZ-2G6H1 16GB,28.33333333,17.6,14.4,NA
Micron Technology 16ATF2G64AZ-3G2E1 16GB,22,17.7,15.4,NA
Micron Technology 16ATF2G64AZ-3G2J1 16GB,33.75,17.2,13.4,NA
Micron Technology 16ATF2G64HZ-2G1A1 16GB,29,14.1,10.7,NA
Micron Technology 16ATF2G64HZ-2G1B1 16GB,35.75,12.8,8.2,NA
Micron Technology 16ATF2G64HZ-2G3A1 16GB,38.66666667,11.5,9.1,NA
Micron Technology 16ATF2G64HZ-2G3B1 16GB,39.92307692,14.1,10,NA
Micron Technology 16ATF2G64HZ-2G3B2 16GB,24,16.6,12.6,NA
Micron Technology 16ATF2G64HZ-2G3E1 16GB,35.625,15.2,11.5,NA
Micron Technology 16ATF2G64HZ-2G3E2 16GB,27,16.5,13.6,NA
Micron Technology 16ATF2G64HZ-2G3H1 16GB,42.75,12.6,7.4,$89.26*
Micron Technology 16ATF2G64HZ-2G6E1 16GB,36.7027027,14.9,10.3,NA
Micron Technology 16ATF2G64HZ-2G6E3 16GB,27,17,12.8,NA
Micron Technology 16ATF2G64HZ-2G6H1 16GB,33.66666667,14.9,10.3,NA
Micron Technology 16ATF2G64HZ-2G6J1 16GB,37.2,15.2,9.8,NA
Micron Technology 16ATF2G64HZ-3G2E1 16GB,27,16.2,14.7,NA
Micron Technology 16ATF2G64HZ-3G2J1 16GB,35.33333333,14.5,8.7,NA
Micron Technology 16ATF4G64AZ-2G6B1 32GB,30.75,17.4,13.6,NA
Micron Technology 16ATF4G64HZ-2G6B2 32GB,33.33333333,16.5,12.7,NA
Micron Technology 16G2666CL19 16GB,24,15.4,8.2,NA
Micron Technology 16GB 2133MHz DIMM 16GB,23,17.3,13.2,NA
Micron Technology 18ADF1G72PZ-2G1A1 8GB,32,9.2,6.8,NA
Micron Technology 18ADF2G72AZ-2G3B1 16GB,27,13.7,9.9,NA
Micron Technology 18ADF2G72AZ-2G6E1 16GB,64,18,8.5,NA
Micron Technology 18ADF2G72PZ-2G3B1 16GB,32,11.8,8.7,NA
Micron Technology 18ASF1G72AZ-2G1A1 8GB,23,17.2,13.1,NA
Micron Technology 18ASF1G72AZ-2G1B1 8GB,33,9.6,8.6,NA
Micron Technology 18ASF1G72PDZ-2G1A1 8GB,41.33333333,10.6,8,NA
Micron Technology 18ASF1G72PDZ-2G1B1 8GB,36,10.8,8.4,NA
Micron Technology 18ASF1G72PDZ-2G3A2 8GB,33,10.3,8.1,NA
Micron Technology 18ASF1G72PDZ-2G3B1 8GB,32,11.3,9.6,NA
Micron Technology 18ASF1G72PDZ-2G6B1 8GB,30,11.2,7.9,NA
Micron Technology 18ASF1G72PDZ-2G6E1 8GB,31,10.8,9.3,NA
Micron Technology 18ASF1G72PZ-2G1A2 8GB,51.88888889,10,7.3,NA
Micron Technology 18ASF1G72PZ-2G1AV 8GB,60,6.4,4.2,NA
Micron Technology 18ASF1G72PZ-2G1B1 8GB,31,11.2,8.8,NA
Micron Technology 18ASF1G72PZ-2G3B1 8GB,34,10.1,8.4,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Micron Technology 18ASF2G72AZ-2G1A1 16GB,31,11.7,7.7,NA
Micron Technology 18ASF2G72AZ-2G1B1 16GB,23,13.2,6.8,NA
Micron Technology 18ASF2G72AZ-2G3B1 16GB,27,14.1,8.5,NA
Micron Technology 18ASF2G72AZ-2G6D1 16GB,25,16.8,12.8,NA
Micron Technology 18ASF2G72PDZ-2G3A1 16GB,41,7.7,7.6,NA
Micron Technology 18ASF2G72PDZ-2G3B1 16GB,42,8.8,7,NA
Micron Technology 18ASF2G72PDZ-2G3D1 16GB,39,8.7,6.2,NA
Micron Technology 18ASF2G72PDZ-2G6D1 16GB,32,10.5,8.9,NA
Micron Technology 18ASF2G72PZ-2G3B1 16GB,39,9,6.6,NA
Micron Technology 36ADS2G72PZ-2G1A1 16GB,94,5.6,4.9,NA
Micron Technology 36ASF2G72LZ-2G1A1 16GB,31,11.4,8.8,NA
Micron Technology 36ASF2G72PZ-2G1A2 16GB,53.85714286,9.1,8.1,NA
Micron Technology 36ASF2G72PZ-2G1B1 16GB,37,9.3,7.6,NA
Micron Technology 36ASF2G72PZ-2G3A3 16GB,37,9.8,7.9,NA
Micron Technology 36ASF2G72PZ-2G3B1 16GB,36,10,7.7,NA
Micron Technology 36ASF2G72PZ-2G4AT 16GB,36,9.8,7.2,NA
Micron Technology 36ASF2G72PZ-2G6E1 16GB,34,10.6,8.7,NA
Micron Technology 36ASF4G72LZ-2G3A1 32GB,33,11.2,8.2,NA
Micron Technology 36ASF4G72LZ-2G3B1 32GB,34,11.2,7.6,NA
Micron Technology 36ASF4G72PZ-2G1A1 32GB,37,9.6,7.8,NA
Micron Technology 36ASF4G72PZ-2G1B1 32GB,32,11.1,6.9,NA
Micron Technology 36ASF4G72PZ-2G3A1 32GB,36,9.3,7.5,NA
Micron Technology 36ASF4G72PZ-2G3B1 32GB,44.66666667,10.6,8.7,NA
Micron Technology 36ASF4G72PZ-2G3D1 32GB,34,10.6,8.1,NA
Micron Technology 36ASF4G72PZ-2G6D1 32GB,34,10.2,8.4,NA
Micron Technology 36ASF4G72PZ-2G6H1 32GB,38,8.9,6.9,NA
Micron Technology 72ASS4G72LZ-2G1A1 32GB,39,8.8,7.7,NA
Micron Technology 72ASS4G72LZ-2G3A2 32GB,29,12.8,8.4,NA
Micron Technology 72ASS8G72LZ-2G3B2 64GB,38,9.3,6.6,NA
Micron Technology 72ASS8G72LZ-2G6D2 64GB,38,8.7,7,NA
Micron Technology 9905625-004.A03LF 8GB,26,17.4,11.7,NA
Micron Technology AFLD44EK2P 4GB,71,15.3,6.8,NA
Micron Technology AFLD48EH1P 8GB,64,18.2,8.3,NA
Micron Technology AFLD48VH1P 8GB,24,15.7,11.4,NA
Micron Technology AFLD416EH1P 16GB,28,13.7,6.9,NA
Micron Technology AFSD416ES1P 16GB,25,14.5,10.7,NA
Micron Technology CT4G4DFS8213.8FA11 4GB,25,14.5,10.8,NA
Micron Technology CT8G4DFD8213.16FA2 8GB,31,11.9,10.2,NA
Micron Technology CT8G4DFD8213.16FA11 8GB,28,12,9.1,NA
Micron Technology HMA81GU6AFR8N-UH 8GB,24,13.7,6.4,NA
Micron Technology ILG8GS2400A 8GB,25,15,11.4,NA
Micron Technology M471A1K43BB1-CRC 8GB,29,16,12.1,NA
Micron Technology MTA8ATF1G64HZ-2G3A1 8GB,25,14.3,10.7,NA
Micron Technology MTA8ATF1G64HZ-2G3B1 16GB,28,12.2,9.3,NA
Micron Technology TEAMGROUP-UD4-2133 16GB,24,12.6,5.6,NA
Micron Technology TEAMGROUP-UD4-2400 16GB,22,16.2,9.5,NA
Micron Technology TEAMGROUP-UD4-3000 16GB,22,17,11.9,NA
Micron Technology V-GeN D4V16GL24A8R 16GB,68,16.9,8.9,NA
Mushkin 99[2/7/4]183 8GB,27,15,11.6,$68.97*
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Mushkin 99[2/7/4]189F 4GB,26,14.3,11.2,NA
Mushkin 99[2/7/4]190F 4GB,26,14.1,10.7,$49.92*
Mushkin 99[2/7/4]191[F/T] 4GB,26,14.5,10.1,$46.99*
Mushkin 99[2/7/4]191F 4GB,27,13.9,10.9,$119.89*
Mushkin 99[2/7/4]192[F/T] 4GB,65,15.8,8.5,NA
Mushkin 99[2/7/4]192F 4GB,26,12.5,10.8,NA
Mushkin 99[2/7/4]197F 8GB,27,12.8,11,$88.32*
Mushkin 99[2/7/4]198F 8GB,26,12.6,8.7,$229.99*
Mushkin 99[2/7/4]199[F/T] 8GB,24,15.9,11.4,$89.99*
Mushkin 99[2/7/4]199F 8GB,27,12.7,10.5,$82.99*
Mushkin 99[2/7/4]200[F/T] 8GB,29,12.7,6.3,$101.51*
Mushkin 99[2/7/4]200F 8GB,26,13.7,10.3,$86.99*
Mushkin 99[2/7/4]202F 4GB,25,15,11.1,NA
Mushkin 99[2/7/4]204[F/T] 4GB,30,12.2,9.4,NA
Mushkin 99[2/7/4]204F 4GB,25,13.4,11.5,$36.97*
Mushkin 99[2/7/4]205[F/T] 8GB,19,19.3,13.8,$88.99*
Mushkin 99[2/7/4]205F 8GB,26,13.5,11.3,$229.99*
Mushkin 99[2/7/4]208F 8GB,20,18.9,15,NA
Mushkin 99[2/7/4]209F 8GB,28,13.4,10.3,$110.04*
Mushkin MB[A/B]4U240FFFF16G 16GB,29,14.4,10.7,$239.99*
Mushkin MES4S213FF16G28 16GB,26,13.9,11.6,$58.99*
Mushkin MR[A/B]4U266GHHF8G 8GB,22,17.8,13.3,$281.39*
Mushkin MR[A/B]4U266GHHF16G 16GB,23,18,13.1,NA
Mushkin MR[A/B]4U280HHHH8G 8GB,72,14.6,8.5,NA
Mushkin MR[A/B]4U300JJJM8G 8GB,22,18.1,13.8,NA
Mushkin MR[A/B]4U300JJJM16G 16GB,22,18.4,14.3,$214.99*
Mushkin MR[A/B]4U320GJJM8G 8GB,23,16.9,11.7,NA
Mushkin MR[A/B]4U320LLLM8G 8GB,22,18.1,13.5,NA
Mushkin MR[A/B]4U320LLLM16G 16GB,20,20,15,NA
Mushkin MR[A/B]4U346GJJM8G 8GB,57,19.4,9.7,NA
Mushkin MR[A/B]4U360JNNM8G 8GB,31,18.4,12,NA
Mushkin MR[A/B]280HHHH16G 16GB,22,18.4,14.4,NA
Mushkin MRB4U300GJJM16G 16GB,24,15.8,12.1,NA
Nanya Technology M471A5143EB1-CRC 4GB,79,14.7,7.9,$31.00*
Neo Forza NMUD416E82-3600 16GB,24,20.3,16.4,NA
Neo Forza NMUD480E82-2666 8GB,29,17.3,13.8,NA
Neo Forza NMUD480E82-3600 8GB,24,19.9,16.1,NA
Neo Forza NMUD480E86-3200 8GB,24,20.3,16.1,NA
Netac Technology Co Ltd E40832A 8GB,34,16.4,10.8,NA
Netac Technology Co Ltd EKBLACK4083016A 8GB,20,19.7,15.5,NA
Netac Technology Co Ltd EKBLACK4163216AD 8GB,36,16.4,11.1,NA
Netac Technology Co Ltd EKBLUE4162417AD 8GB,24,16.8,12,NA
NSITEXE Inc Visenta 16GB,58,18,8.2,NA
OCMEMORY OCM2933CL16-16GBH 16GB,59,20.1,10.6,NA
OCMEMORY OCM3200CL16D-16GBN 8GB,55,19,9,NA
Panram International Corporation D4N2400PS-8G 8GB,25,12.5,6.1,NA
Panram International Corporation D4U2666P-8G 8GB,21,16.2,7.6,NA
Panram International Corporation L421008G4C1528K34O8A 8GB,22,17.5,12.8,NA
Panram International Corporation M424016 4GB,31,12.6,9.9,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Panram International Corporation M424051 4GB,97,11.2,5.5,NA
Panram International Corporation PUD42133C138G4NJK 8GB,74,14.9,9,NA
Panram International Corporation PUD42133C154G2VS 4GB,25,15.4,11.9,NA
Panram International Corporation PUD42133C158G2VS 8GB,31.33333333,15.7,11.9,NA
Panram International Corporation PUD42400C154G2NJK 4GB,26,13.5,8.3,NA
Panram International Corporation PUD42400C154G2NJW 4GB,26,13.7,10.2,NA
Panram International Corporation PUD42400C154G4NJK 4GB,21,18.4,12.8,NA
Panram International Corporation PUD42400C154GNJW 4GB,27,13.7,8.7,NA
Panram International Corporation PUD42400C168GVS 8GB,23,17.4,13.4,NA
Panram International Corporation PUD43000C154G4NJW 4GB,19,19.4,15.1,NA
Panram International Corporation PUD43000C158G2NJK 8GB,19,19.8,15,NA
Panram International Corporation PUD43000C164G2NJK 4GB,24,15.3,11.6,NA
Panram International Corporation PUD43000C168G2NJR 8GB,25,15.9,12.1,NA
Panram International Corporation R748G2133U2S 8GB,24,13.4,6.2,NA
Panram International Corporation W4N2400PS-8G 8GB,23,16.6,12.9,NA
Panram International Corporation W4N2666PS-8G 8GB,20,17.9,14.3,NA
Panram International Corporation W4N2666PS-16G 16GB,24,15.7,12.8,NA
Panram International Corporation W4U2133PS-8G 8GB,24,15.6,11.3,NA
Panram International Corporation W4U2400PS-4G 4GB,21,18.8,13.5,NA
Panram International Corporation W4U2400PS-8G 8GB,23,16.9,12.5,NA
Panram International Corporation W4U2666PS-8GC19 8GB,22,16.1,8.7,NA
Panram International Corporation W4U3200PS-16G 16GB,36,16.4,12.9,NA
Patriot Memory (PDP Systems) 2133 C14 Series 8GB,44.6,12,8.3,NA
Patriot Memory (PDP Systems) 2400 C14 Series 8GB,22,17.6,12.7,NA
Patriot Memory (PDP Systems) 2400 C15 Series 4GB,31.3,16.2,11.2,NA
Patriot Memory (PDP Systems) 2400 C16 Series 16GB,28.5,16.6,10.9,NA
Patriot Memory (PDP Systems) 2400 C17 8GB,73,14.4,7.8,NA
Patriot Memory (PDP Systems) 2666 C15 Series 4GB,25,15.6,11.8,NA
Patriot Memory (PDP Systems) 2666 C16 Series 8GB,32.88888889,16.9,12.8,NA
Patriot Memory (PDP Systems) 2666 C18 Series 16GB,27,15.6,12.7,NA
Patriot Memory (PDP Systems) 2800 C16 Series 8GB,34.6,14.8,10.6,NA
Patriot Memory (PDP Systems) 2800 C18 Series 16GB,31,18,15.2,NA
Patriot Memory (PDP Systems) 3000 C15 Series 8GB,27.33333333,18.3,13.2,NA
Patriot Memory (PDP Systems) 3000 C16 Series 4GB,29.66666667,17.6,13.3,NA
Patriot Memory (PDP Systems) 3200 C16 Series 8GB,26.80769231,19.1,14.7,NA
Patriot Memory (PDP Systems) 3400 C16 Series 8GB,26.33333333,18.2,14.2,NA
Patriot Memory (PDP Systems) 3600 C16 Series 8GB,19,19.6,15.4,NA
Patriot Memory (PDP Systems) 3600 C17 Series 4GB,21,18.2,15.2,NA
Patriot Memory (PDP Systems) 3733 C17 Series 8GB,24,19.9,15.9,NA
Patriot Memory (PDP Systems) 3866 C18 Series 8GB,23,20.6,18.1,NA
Patriot Memory (PDP Systems) 4000 C19 Series 8GB,24.66666667,19.9,16.1,NA
Patriot Memory (PDP Systems) 4133 C19 Series 8GB,24.45454545,19.6,15.6,NA
Patriot Memory (PDP Systems) 4400 C19 Series 8GB,27.5,17.9,14.4,NA
Patriot Memory (PDP Systems) PSD44G213341 4GB,71,15,6.5,NA
Patriot Memory (PDP Systems) PSD44G213381 4GB,24,15.6,11.7,$58.47*
Patriot Memory (PDP Systems) PSD44G213382 4GB,23,17.7,13.8,NA
Patriot Memory (PDP Systems) PSD44G240041 4GB,68,15.6,7,$39.89*
Patriot Memory (PDP Systems) PSD44G240081 4GB,23,15.9,11.7,$75.88*
Patriot Memory (PDP Systems) PSD44G240081S 4GB,98,14.8,7,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Patriot Memory (PDP Systems) PSD44G240082 4GB,26,15.3,10.8,$18.99*
Patriot Memory (PDP Systems) PSD44G266641 4GB,75,15,6.9,NA
Patriot Memory (PDP Systems) PSD44G266681 4GB,23,16.6,13.5,NA
Patriot Memory (PDP Systems) PSD44G266682 4GB,24,16.1,12.4,NA
Patriot Memory (PDP Systems) PSD48G21332 8GB,27,13.3,9.8,$64.99*
Patriot Memory (PDP Systems) PSD48G21332S 8GB,28,16.1,12.3,NA
Patriot Memory (PDP Systems) PSD48G24002 8GB,24,15.8,11.4,$59.99*
Patriot Memory (PDP Systems) PSD48G26662 8GB,64,17.2,8.3,NA
Patriot Memory (PDP Systems) PSD48G213381 8GB,24,14.3,8.4,$108.35*
Patriot Memory (PDP Systems) PSD48G213381S 8GB,29,12.7,9.1,NA
Patriot Memory (PDP Systems) PSD48G213382 8GB,25,16.9,12.2,$105.21*
Patriot Memory (PDP Systems) PSD48G240081 8GB,31.5,14.4,9.4,$35.99*
Patriot Memory (PDP Systems) PSD48G240082 8GB,23,17,11.5,$109.99*
Patriot Memory (PDP Systems) PSD48G266681 8GB,28,17.5,13.2,$34.99*
Patriot Memory (PDP Systems) PSD48G266681S 8GB,21,18.8,14.9,NA
Patriot Memory (PDP Systems) PSD48G266682 8GB,43.66666667,17.2,11.7,NA
Patriot Memory (PDP Systems) PSD416G21332 16GB,27,14.4,9.6,$239.95*
Patriot Memory (PDP Systems) PSD416G21332S 16GB,30,10.3,9.5,NA
Patriot Memory (PDP Systems) PSD416G24002 16GB,24,16,10.7,$179.99*
Patriot Memory (PDP Systems) PSD416G24002S 16GB,29,13.7,10.6,NA
Patriot Memory (PDP Systems) PSD416G26662 16GB,24,15.6,11.2,$59.99*
Patriot Memory (PDP Systems) PSD416G26662S 16GB,34.25,16.7,13.8,NA
"PNY Technologies, Inc. 8GBF1X08QFHH36-135-K 8GB",27,19.2,15.6,NA
"PNY Technologies, Inc. 8GBF2X04JEEE35-12-K 8GB",32,17.5,12.6,NA
"PNY Technologies, Inc. 16GU2X08LIII43-12-K 16GB",35,15.4,12.4,NA
Ramaxel Technology RMSA3230KB78HAF2133 8GB,29,11.3,5.2,NA
Ramaxel Technology RMSA3260MB78HAF2400 8GB,34.33333333,13.3,9.8,NA
Ramaxel Technology RMSA3260MD78HAF-2666 8GB,37.6,14.9,9.2,NA
Ramaxel Technology RMSA3260ME78HAF-2666 8GB,34.60869565,15.9,10.9,NA
Ramaxel Technology RMSA3260MH78H8H-2666 8GB,22,13.6,6.9,NA
Ramaxel Technology RMSA3260MH78HAF-2666 8GB,38.84615385,12.7,8.3,NA
Ramaxel Technology RMSA3270MB76H8F2400 2GB,96,10.5,5.9,NA
Ramaxel Technology RMSA3270MB86H9F2400 4GB,26,14.2,10.7,NA
Ramaxel Technology RMSA3270ME86H9F-2666 4GB,25,15.7,11.5,NA
Ramaxel Technology RMSA3300ME78HBF-2666 16GB,32.4,15.5,10.1,NA
Ramaxel Technology RMSA3300MH78HBF-2666 16GB,25,15.9,11.8,NA
Ramaxel Technology RMUA5090KB78HAF2133 8GB,26,14.3,8.6,NA
Ramaxel Technology RMUA5090KE68H9F2133 4GB,26,15.5,10.9,NA
Ramaxel Technology RMUA5110KE68H9F-2400 4GB,75,13.6,7,NA
Ramaxel Technology RMUA5110MB78HAF2400 8GB,36,14.7,10.2,NA
Ramaxel Technology RMUA5110MB78HAF-2400 8GB,29,15.5,11.4,NA
Ramaxel Technology RMUA5110MD78HAF-2666 8GB,22,16.7,10.6,NA
Ramaxel Technology RMUA5110ME78HAF-2666 8GB,29.33333333,15.9,12.1,NA
Ramaxel Technology RMUA5110MH78HAF-2666 8GB,25,16,9.5,NA
Ramaxel Technology RMUA5120MB86H9F2400 4GB,25,16.3,11.6,NA
Ramaxel Technology RMUA5120ME86H9F-2666 4GB,26,13.5,8.5,NA
Ramaxel Technology RMUA5180ME78HBF-2666 16GB,27.66666667,16.3,9,NA
Ramaxel Technology RMUA5180MH78HBF-2666 16GB,28,14.6,7.3,NA
Ramsta Ramsta-2400Mhz-4G 4GB,78,14.5,7.7,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Ramsta Ramsta-2400Mhz-8G 8GB,26,12,8.8,NA
Ramsta Ramsta-2666MHz-4G 4GB,74,14.4,6.2,NA
Roa Logic BV iGame DDR4 8G 3000 8GB,81,14.4,7.9,NA
Samsung 18ASF1G72PDZ-2G1B1 16GB,32,9.8,8.6,NA
Samsung 9905599-020.A00G 16GB,26,15.6,13.2,NA
Samsung M378A1G43DB0-CPB 8GB,35.30769231,15.3,11.1,$99.00*
Samsung M378A1G43EB1-CPB 8GB,32.66666667,15,10.3,NA
Samsung M378A1G43EB1-CRC 8GB,23,16.1,9.9,NA
Samsung M378A1G43TB1-CTD 8GB,22,17.6,13.8,NA
Samsung M378A1K43BB1-CPB 8GB,34.1,15.5,10.9,$42.00*
Samsung M378A1K43BB1-CRC 8GB,22,15.9,9.5,NA
Samsung M378A1K43BB1-CTD 16GB,31,17.3,13.4,NA
Samsung M378A1K43BB2-CRC 8GB,38,14.2,10,NA
Samsung M378A1K43BB2-CTD 8GB,21,17.9,13.8,NA
Samsung M378A1K43CB2-CRC 8GB,31.68,15.8,10.9,NA
Samsung M378A1K43CB2-CTD 8GB,29.84848485,17.2,12.8,$36.94*
Samsung M378A1K43DB2-CTD 8GB,32.52941176,16.5,11.8,$57.95*
Samsung M378A2G43MX3-CTD 16GB,27,13,10.1,NA
Samsung M378A2K43BB1-CPB 16GB,34.6,14.5,8.6,$109.00*
Samsung M378A2K43BB1-CRC 16GB,27,15.4,10.7,$115.00*
Samsung M378A2K43CB1-CRC 16GB,31,15.1,11.7,NA
Samsung M378A2K43CB1-CTD 16GB,30.79310345,17.1,11.6,$68.45*
Samsung M378A2K43DB1-CTD 16GB,35.83333333,14.4,11,$94.95*
Samsung M378A4G43MB1-CTD 32GB,31.33333333,16.7,14.2,NA
